门店ID,排名,地点名称,距离(km),配送次数
GZW12,46,汇侨新城北区,2.46,5
GZW12,47,娇兰佳人大厦,1.1,5
GZW12,48,白云尚城花园1-2期,3.91,5
GZW12,49,中怡大酒店(广州万达广场乐嘉路地铁站店),1.19,5
GZW12,50,白云.欣凯科创园,3.34,5
SHBS73,1,西岸中环汇公寓,0.02,23
SHBS73,2,美奂大厦,0.45,9
SHBS73,3,尚海湾豪庭3期,1.1,8
SHBS73,4,西岸中环汇公寓C座,0.16,8
SHBS73,5,西岸中环汇公寓C座,0.2,7
SHBS73,6,西岸中环2期,0.19,7
SHBS73,7,美奂大厦,0.46,7
SHBS73,8,西岸中环汇公寓C座,0.16,6
SHBS73,9,新徐汇(集团)商务中心,1.14,5
SHBS73,10,LUMINA星扬西岸中心,3.06,5
SHBS73,11,海兴广场,1.78,5
SHBS73,12,尚海湾豪庭3期,1.01,4
SHBS73,13,西岸中环汇公寓C座,0.17,4
SHBS73,14,丰盛创建大厦,1.62,4
SHBS73,15,上海外经大厦,0.45,4
SHBS73,16,枫林医药研究大厦,0.95,4
SHBS73,17,御江廷,0.38,3
SHBS73,18,西岸中环汇公寓,0.06,3
SHBS73,19,西岸中环汇公寓C座,0.09,3
SHBS73,20,枫林国际大厦A座,1.1,3
SHBS73,21,太平洋滨江大厦,0.49,3
SHBS73,22,汇元玺,0.31,3
SHBS73,23,平安滨江金融中心商场,1.64,3
SHBS73,24,basePLUS佰舍服务式公寓(上海世博会博物馆滨江店),1.99,3
SHBS73,25,上海市滨江滑板公园,0.3,3
SHBS73,26,舞十八舞蹈工作室(黄浦博荟广场店),1.54,3
SHBS73,27,西岸中环2期,0.21,3
SHBS73,28,瑞宁路20弄,0.15,3
SHBS73,29,枫林医药研究大厦2期A号楼,1.02,3
SHBS73,30,Orbit西岸漩心,0.77,2
SHBS73,31,麦当劳(上海黄浦博荟广场餐厅),1.43,2
SHBS73,32,紫荆新苑,0.99,2
SHBS73,33,环龙新苑,0.84,2
SHBS73,34,金巢铂瑞阁,1.41,2
SHBS73,35,日月光中心-写字楼,1.95,2
SHBS73,36,尚海湾豪庭1期,1.41,2
SHBS73,37,谨斜小区,2.04,2
SHBS73,38,徐汇御苑,1.48,2
SHBS73,39,汇元玺,0.41,2
SHBS73,40,俞二小区,2.9,2
SHBS73,41,西岸中环2期,0.19,2
SHBS73,42,西岸中环汇公寓,0.04,2
SHBS73,43,尊园,2.8,2
SHBS73,44,零陵路250弄,0.87,2
SHBS73,45,枫林创业园区6号楼,0.87,2
SHBS73,46,新华中心·新空间,2.78,2
SHBS73,47,嘉萱苑,3.74,2
SHBS73,48,衡园,1.58,2
SHBS73,49,西岸中环2期,0.26,2
SHBS73,50,枫林医药研究大厦,0.99,2
BJW77,1,索易商捷(英蓝国际)商务中心,0.0,28
BJW77,2,交通银行大厦,0.69,21
BJW77,3,金嘉大厦,0.21,20
BJW77,4,中国邮政大厦,0.19,19
BJW77,5,索易商捷(英蓝国际)商务中心,0.01,16
BJW77,6,北京国际金融大厦,0.28,16
BJW77,7,月坛大厦A座,0.42,14
BJW77,8,新盛大厦,0.11,13
BJW77,9,中国人寿广场B座,0.37,12
BJW77,10,金融街中心A座,0.22,12
BJW77,11,丰铭国际大厦B座,0.91,12
BJW77,12,北京金融街行政公寓,0.3,10
BJW77,13,中国联通大厦A座,0.59,10
BJW77,14,丰融国际大厦C1座,0.8,10
BJW77,15,恒奥中心C座,0.49,9
BJW77,16,英蓝国际金融中心D座,0.07,8
BJW77,17,金嘉大厦A座,0.2,8
BJW77,18,中国联通大厦,0.65,8
BJW77,19,月坛南街甲1号院3号楼,0.74,7
BJW77,20,金悦(金融街购物中心店),0.55,7
BJW77,21,鑫茂大厦-北楼,0.26,7
BJW77,22,卓著大厦,0.44,6
BJW77,23,金嘉大厦,0.21,6
BJW77,24,移动大楼,0.96,6
BJW77,25,新盛大厦B座,0.1,6
BJW77,26,中国光大中心A座,0.59,6
BJW77,27,投资广场B座,0.91,6
BJW77,28,泰康国际大厦,0.52,6
BJW77,29,金嘉大厦,0.21,6
BJW77,30,官苑8号,0.97,6
BJW77,31,丰侨公寓,0.82,5
BJW77,32,富国街小区,1.32,5
BJW77,33,Excel Centre,0.44,5
BJW77,34,阜北十五号院,0.76,5
BJW77,35,英蓝国际金融中心B座,0.01,5
BJW77,36,中海国际中心,1.19,5
BJW77,37,中国华融大厦B座,0.32,5
BJW77,38,南园写字楼,1.27,5
BJW77,39,国投金融大厦,1.13,5
BJW77,40,丰汇园小区丰汇时代大厦,0.87,5
BJW77,41,玉廊园,1.15,5
BJW77,42,石油金融大厦A座,0.26,5
BJW77,43,北礼士路60号院,1.21,5
BJW77,44,官苑8号,0.98,5
BJW77,45,金嘉大厦A座,0.19,5
BJW77,46,中国再保险大厦,0.14,5
BJW77,47,官苑8号,0.93,4
BJW77,48,京润大厦,1.35,4
BJW77,49,妙应福第,0.67,4
BJW77,50,国际投资大厦E座,0.92,4
SHBS72,1,上海白玉兰广场办公楼,0.06,30
SHBS72,2,SMP上海白玉兰广场,0.07,21
SHBS72,3,互联宝地E座,3.81,16
SHBS72,4,上海雅遇公寓(北外滩),0.42,14
SHBS72,5,星荟中心1座,1.11,14
SHBS72,6,北外滩90街坊(建设中),0.72,13
SHBS72,7,国华金融中心,0.56,13
SHBS72,8,昌大公寓,2.24,12
SHBS72,9,上海雅遇公寓(北外滩),0.43,11
SHBS72,10,海运大楼(东大名路),0.43,10
SHBS72,11,双狮汇大厦A座,0.16,9
SHBS72,12,雷士德花园,0.14,9
SHBS72,13,宝矿国际大厦,0.71,9
SHBS72,14,中粮瑞虹·海景壹号,2.06,8
SHBS72,15,荟立方SPACE会议策划商务会议,0.48,8
SHBS72,16,中远大厦(东大名路),0.37,8
SHBS72,17,吉汇大厦,1.14,8
SHBS72,18,双狮汇大厦A座,0.18,8
SHBS72,19,双狮汇大厦B座,0.2,8
SHBS72,20,上海白玉兰广场办公楼,0.06,8
SHBS72,21,鼎立大厦(长阳路),1.43,8
SHBS72,22,浦江国际金融广场,1.12,8
SHBS72,23,1933购物中心,0.76,8
SHBS72,24,荟立方SPACE会议策划商务会议,0.46,8
SHBS72,25,馨虹苑,0.47,7
SHBS72,26,万硕大厦WANSHOW,1.9,7
SHBS72,27,北外滩90街坊(建设中),0.71,7
SHBS72,28,新外滩花苑,0.54,7
SHBS72,29,老洋行1913创业园区,1.01,7
SHBS72,30,上海静安博邻行政公寓,2.36,7
SHBS72,31,中兴路一号,2.34,6
SHBS72,32,上海滩国际大厦,0.79,6
SHBS72,33,百福小区,0.28,6
SHBS72,34,荟立方SPACE会议策划商务会议,0.48,6
SHBS72,35,东余杭路275弄1-7号,0.44,6
SHBS72,36,上海实业集团高阳商务中心5号楼,0.7,5
SHBS72,37,瑞虹天地,1.41,5
SHBS72,38,东渡名人大厦,2.81,5
SHBS72,39,上海市文化创意产业园区(辽宁路),1.04,5
SHBS72,40,上海外滩中南海滨酒店(海湾大厦),0.85,5
SHBS72,41,仁恒海上源,3.24,5
SHBS72,42,保利香槟苑,2.83,5
SHBS72,43,金融街(海伦)中心A座,1.31,5
SHBS72,44,新华保险大厦,0.18,5
SHBS72,45,凤城六村南区,4.2,4
SHBS72,46,江浦汽车公寓江浦路1420弄,3.3,4
SHBS72,47,香港丽园,0.87,4
SHBS72,48,耀江国际广场,0.77,4
SHBS72,49,四平路幸福村270弄1-11号,2.86,4
SHBS72,50,Tims咖啡(宝地广场店),1.82,4
BJW76,1,亚洲金融大厦,1.0,20
BJW76,2,华悦国际公寓(北1门),1.9,17
BJW76,3,亚洲金融大厦(西门),1.02,17
BJW76,4,北辰汇欣大厦A座,0.99,14
BJW76,5,洛克时代中心A座,1.06,14
BJW76,6,亚洲金融大厦(北门),1.09,12
BJW76,7,国家会议中心写字楼,0.28,10
BJW76,8,德国科德曼步态健康中心(北投新奥购物中心店),0.0,9
BJW76,9,华馨公寓,0.79,8
BJW76,10,北辰世纪中心底商,0.56,8
BJW76,11,亚洲金融大厦,1.0,8
BJW76,12,国奥村东区,1.26,8
BJW76,13,德国科德曼步态健康中心(北投新奥购物中心店),0.01,8
BJW76,14,卧龙小区,0.79,7
BJW76,15,国家会议中心写字楼,0.29,7
BJW76,16,科学园南里西街1号院,1.32,7
BJW76,17,丝竹园,1.71,7
BJW76,18,清控人居大厦,1.15,6
BJW76,19,北辰世纪中心A座,0.53,6
BJW76,20,亚洲金融大厦(北门),1.11,6
BJW76,21,国家会议中心写字楼,0.35,6
BJW76,22,慧忠北里第一社区,0.76,5
BJW76,23,北辰世纪中心B座,0.53,5
BJW76,24,京师园小区-北2门(网约车上车点),2.61,5
BJW76,25,亚洲金融大厦(北门),1.1,5
BJW76,26,国奥村西区,1.65,5
BJW76,27,牡丹园北里都景苑,2.7,5
BJW76,28,华亭嘉园,1.65,5
BJW76,29,关庄路6号院,3.15,5
BJW76,30,林萃公寓(东门),1.71,5
BJW76,31,老乡鸡(亚运村新辰里购物中心店),1.47,5
BJW76,32,CHAGEE霸王茶姬(北京北辰荟购物中心店),0.63,5
BJW76,33,大屯里小区南区,1.49,4
BJW76,34,北辰世纪中心底商,0.55,4
BJW76,35,慧忠北里第一社区东区,1.13,4
BJW76,36,国家会议中心写字楼南区(C7门),0.39,4
BJW76,37,澳林PARK国际公寓(西门),2.77,4
BJW76,38,天和人家,1.76,4
BJW76,39,小糖沫沫·全味吐司(亚洲金融大厦店),0.87,4
BJW76,40,中鑫嘉园二期,2.55,4
BJW76,41,亚洲金融大厦(西门),1.02,4
BJW76,42,北辰世纪中心A座2号楼,0.54,4
BJW76,43,天和人家,1.74,4
BJW76,44,五建小区,1.63,4
BJW76,45,北辰荟,0.66,4
BJW76,46,科学园南里七区,0.87,4
BJW76,47,清控人居大厦A区,1.15,4
BJW76,48,中国科学院微生物研究所F座,0.89,4
BJW76,49,嘉铭桐城C区,2.82,4
BJW76,50,华严北里小区(北2门),1.71,4
SHW145,1,舞十八舞蹈工作室(黄浦博荟广场店),0.91,98
SHW145,2,博荟广场A座,0.85,54
SHW145,3,平安滨江金融中心商场,1.05,49
SHW145,4,麦当劳(上海黄浦博荟广场餐厅),0.8,45
SHW145,5,博荟广场ONE EAST C座,0.8,43
SHW145,6,丰盛创建大厦,1.07,32
SHW145,7,卢湾都市花园西区,0.8,24
SHW145,8,basePLUS佰舍服务式公寓(上海世博会博物馆滨江店),1.36,23
SHW145,9,丰盛创建大厦,1.15,22
SHW145,10,经纬国际大厦,0.58,17
SHW145,11,博荟广场A座,0.86,16
SHW145,12,basePLUS佰舍服务式公寓(上海世博会博物馆滨江店),1.35,15
SHW145,13,汇暻生活广场A1座,0.72,15
SHW145,14,明德坊,0.8,13
SHW145,15,麦当劳(上海黄浦博荟广场餐厅),0.79,13
SHW145,16,祥安公寓,1.44,11
SHW145,17,融创·滨江壹号院,1.25,11
SHW145,18,海珀·黄浦,2.5,10
SHW145,19,经纬国际大厦,0.59,10
SHW145,20,鲁班大楼,0.7,9
SHW145,21,璟岸公寓,1.57,9
SHW145,22,越纪公寓,1.96,8
SHW145,23,博荟广场A座,0.85,8
SHW145,24,丽都大厦,1.39,8
SHW145,25,平安滨江金融中心,1.03,8
SHW145,26,融创·滨江壹号院,1.22,8
SHW145,27,瞿溪路904弄小区,0.88,8
SHW145,28,璟岸公寓,1.6,7
SHW145,29,邮市新大楼,1.21,7
SHW145,30,卢湾都市花园,0.82,7
SHW145,31,嘉御庭,1.62,7
SHW145,32,江南造船员工集体宿舍,0.55,7
SHW145,33,金地威新·8号桥(滨江园),0.38,7
SHW145,34,新富港中心1座,1.07,7
SHW145,35,卢湾都市花园东区,0.89,7
SHW145,36,江南造船大厦,0.53,7
SHW145,37,璟岸公寓,1.59,7
SHW145,38,越界智造局,1.39,7
SHW145,39,江阴大厦,1.17,7
SHW145,40,8号桥绿创意立体绿艺实验园,1.22,7
SHW145,41,卢湾都市花园东区,0.88,6
SHW145,42,宏慧盟智园,1.27,6
SHW145,43,汇暻生活广场,0.7,6
SHW145,44,平安滨江金融中心商场,1.13,6
SHW145,45,江南造船大厦,0.54,6
SHW145,46,博荟广场ONE EAST,0.82,6
SHW145,47,平安滨江金融中心,1.09,6
SHW145,48,双晖小区,0.32,5
SHW145,49,平安滨江金融中心商场,1.11,5
SHW145,50,中电科技上海大厦,0.46,5
BJW75,1,新怡家园,0.44,26
BJW75,2,雍贵中心D座,0.82,20
BJW75,3,质城·花市枣苑,0.83,18
BJW75,4,国瑞城西区,0.02,18
BJW75,5,天雅红桥大厦,1.33,18
BJW75,6,民生金融中心B座,1.02,15
BJW75,7,天坛东普商业中心,2.36,15
BJW75,8,搜宝崇文大厦,0.45,14
BJW75,9,祥龙京宬里公寓,1.11,14
BJW75,10,国瑞城西区,0.06,14
BJW75,11,楔园,0.99,14
BJW75,12,国瑞城西区,0.07,14
BJW75,13,祈年8号,0.64,13
BJW75,14,富贵园,1.07,13
BJW75,15,德必WE国际文化创意中心,1.15,13
BJW75,16,通正国际大厦,0.95,12
BJW75,17,绿景苑,1.84,12
BJW75,18,台南大厦,0.73,12
BJW75,19,本家·润园A区,1.44,11
BJW75,20,搜宝崇文大厦,0.5,11
BJW75,21,便宜坊大厦,0.07,11
BJW75,22,富贵园一区,1.15,11
BJW75,23,国家体育总局社区,1.74,10
BJW75,24,国瑞城,0.23,10
BJW75,25,北计大楼,2.01,10
BJW75,26,英大国际大厦,0.99,10
BJW75,27,都市馨园休闲广场,0.45,9
BJW75,28,哈德门中心,0.16,9
BJW75,29,国瑞城西区C座,0.07,9
BJW75,30,体育馆路小区,1.62,9
BJW75,31,雍贵中心A座,0.76,9
BJW75,32,龙潭西湖公园,2.03,9
BJW75,33,尼奥大厦,1.4,8
BJW75,34,国瑞大厦,0.66,8
BJW75,35,巴蜀王婆大虾(崇文门汇泉大厦店),0.38,8
BJW75,36,华储大厦(芳群路),3.15,8
BJW75,37,天坛南公寓,2.52,8
BJW75,38,新世界中心写字楼A座,0.19,8
BJW75,39,铜牛信息大厦,2.64,8
BJW75,40,金桥国际公寓A座,1.9,8
BJW75,41,便宜坊大厦,0.08,8
BJW75,42,中欣大厦C座,1.35,8
BJW75,43,国瑞城,0.24,7
BJW75,44,搜宝崇文大厦,0.44,7
BJW75,45,GOGO新世代,3.51,7
BJW75,46,质城·花市枣苑,0.81,7
BJW75,47,巴蜀王婆大虾(崇文门汇泉大厦店),0.38,7
BJW75,48,宝鼎中心A座(新活馆),0.53,7
BJW75,49,新世界中心公寓(新世界百货),0.22,7
BJW75,50,北京天桥艺术大厦B座,2.33,7
SHW143,1,港汇中心2座,0.11,17
SHW143,2,上海实业大厦,0.27,15
SHW143,3,树德坊天平路288弄,0.16,15
SHW143,4,上海港汇恒隆广场,0.05,14
SHW143,5,名仕苑,0.26,14
SHW143,6,港汇花园,0.11,11
SHW143,7,上海六百(建设中),0.25,11
SHW143,8,T20大厦,0.33,11
SHW143,9,One ITC,0.31,11
SHW143,10,航空科技大厦,0.46,10
SHW143,11,港汇中心一座,0.1,10
SHW143,12,港汇中心2座,0.13,10
SHW143,13,港汇中心一座,0.07,10
SHW143,14,港汇中心,0.04,8
SHW143,15,港汇花园,0.12,8
SHW143,16,圣爱大厦,0.37,7
SHW143,17,中金国际广场B楼,0.48,7
SHW143,18,东方曼哈顿尚东区,0.49,7
SHW143,19,徐家汇中心三期A座办公楼,0.27,7
SHW143,20,实业公寓,0.21,6
SHW143,21,树德坊天平路310弄,0.19,6
SHW143,22,汇银广场南楼,0.2,6
SHW143,23,徐家汇国际大厦,0.45,6
SHW143,24,圣爱大厦,0.35,6
SHW143,25,上海港汇恒隆广场,0.07,5
SHW143,26,徐家汇中心三期A座办公楼,0.27,5
SHW143,27,城开国际大厦,0.58,5
SHW143,28,港汇中心一座,0.12,5
SHW143,29,东方曼哈顿,0.53,5
SHW143,30,中福实业大厦,0.49,5
SHW143,31,乐山六七村乐山路30弄,0.58,5
SHW143,32,新六百YOUNG,0.16,5
SHW143,33,名仕苑公寓,0.25,4
SHW143,34,东方财富大厦,0.74,4
SHW143,35,徐家汇中心B座办公楼3楼落客区,0.27,4
SHW143,36,徐家汇国际大厦,0.47,4
SHW143,37,元福大厦-公寓楼,0.52,4
SHW143,38,港汇中心,0.04,4
SHW143,39,上海港汇恒隆广场,0.07,4
SHW143,40,港汇中心一座,0.07,4
SHW143,41,名仕苑,0.25,4
SHW143,42,宏汇国际广场B座,1.75,4
SHW143,43,永新世纪,0.69,4
SHW143,44,港汇中心一座,0.07,4
SHW143,45,汇嘉大厦,0.38,4
SHW143,46,树德坊,0.2,4
SHW143,47,上海港汇恒隆广场,0.06,3
SHW143,48,上海实业大厦,0.28,3
SHW143,49,美罗大厦,0.4,3
SHW143,50,实业公寓,0.27,3
HZW19,1,杭州城西银泰城,0.08,27
HZW19,2,港湾家园,2.44,19
HZW19,3,紫金门创意产业港,1.69,18
HZW19,4,黄龙金茂悦,0.8,18
HZW19,5,杭州·林汐艺术公寓(杭州天目山路古墩路地铁站店),3.61,15
HZW19,6,紫金港·创新企业园,1.46,15
HZW19,7,赞成星谷,2.25,14
HZW19,8,天目里,3.84,14
HZW19,9,港湾家园,2.32,13
HZW19,10,天河西苑北区,0.93,12
HZW19,11,绿城·馥香园,1.28,11
HZW19,12,欣盛·东方福邸2期,0.87,11
HZW19,13,杭州城西银泰城,0.06,11
HZW19,14,兰韵天城,3.92,11
HZW19,15,中尚汇府东区,3.19,11
HZW19,16,拱墅区农转居多层公寓建设管理中心,0.56,11
HZW19,17,秀隐翠园,1.33,11
HZW19,18,杭房揽翠大厦,2.57,11
HZW19,19,文溪鼎园,1.25,10
HZW19,20,绿城·西溪诚园明礼苑,2.78,10
HZW19,21,绿城·馥香园,1.34,10
HZW19,22,莱茵·矩阵国际,0.79,10
HZW19,23,瑞博国际B楼,1.09,10
HZW19,24,高新汇,1.5,10
HZW19,25,普华科创中心,1.52,9
HZW19,26,中国良渚数字文化社区,8.49,9
HZW19,27,星运数字创造中心,8.61,9
HZW19,28,天目里,3.74,9
HZW19,29,耀江文鼎苑,1.29,8
HZW19,30,昆仑·橡树园,0.23,8
HZW19,31,秀隐翠园,1.24,8
HZW19,32,绿城·月映海棠园,4.86,8
HZW19,33,杭州优格精品loft公寓(浙大紫金港店),1.76,8
HZW19,34,紫金创业园1号楼,3.28,8
HZW19,35,紫金文苑,0.78,8
HZW19,36,赛丽绿城·慧园,0.67,8
HZW19,37,大家湛景·天承美筑,4.28,8
HZW19,38,西城时代商务中心3幢,0.98,8
HZW19,39,西溪智慧大厦,2.93,8
HZW19,40,昆仑·橡树园,0.15,8
HZW19,41,万融城,4.2,8
HZW19,42,行澜雅苑B区,6.93,8
HZW19,43,城西银泰城2座,0.01,8
HZW19,44,汉港武林汇,1.55,8
HZW19,45,万家花城,0.66,8
HZW19,46,杭州城西银泰城,0.12,8
HZW19,47,万家花城2期,0.36,7
HZW19,48,欣盛·东方福邸2期,0.87,7
HZW19,49,同人广场B座,0.85,7
HZW19,50,天珏华庭,0.76,7
NJBS5,1,木马公寓广场,1.36,36
NJBS5,2,德基广场二期,0.57,25
NJBS5,3,莫愁新村,2.44,23
NJBS5,4,金鹰国际购物中心新街口店A座,0.36,16
NJBS5,5,亚太商务楼,0.46,15
NJBS5,6,JLC金陵中环,0.16,14
NJBS5,7,德基广场一期,0.41,13
NJBS5,8,云锦美地,2.46,12
NJBS5,9,德基广场写字楼,0.6,12
NJBS5,10,南京广电大厦(白下路),1.83,12
NJBS5,11,建邺商务中心,1.01,12
NJBS5,12,中航科技城A座,2.06,11
NJBS5,13,南京轩宜酒店公寓(中央路火车站店),5.51,11
NJBS5,14,JLC金陵中环西区,0.21,11
NJBS5,15,南京新街口书香世家酒店(德基广场店),0.54,10
NJBS5,16,御水湾花园,4.07,10
NJBS5,17,亚太商务楼,0.46,10
NJBS5,18,龙吟大厦,1.01,9
NJBS5,19,常府商厦,1.16,9
NJBS5,20,建威大厦(北圩路),2.79,8
NJBS5,21,德基广场写字楼,0.63,8
NJBS5,22,江苏科技大厦,1.18,8
NJBS5,23,苏建大厦(云南路),2.4,8
NJBS5,24,南京鼓楼广场北京东路亚朵酒店,1.99,8
NJBS5,25,南京国际金融中心,0.16,8
NJBS5,26,渊声巷43号院,2.52,7
NJBS5,27,东城水岸,2.23,7
NJBS5,28,龙蟠公馆,2.7,7
NJBS5,29,卓越大厦,2.06,7
NJBS5,30,北京西路76号小区,3.58,7
NJBS5,31,金鼎湾国际1期,1.14,7
NJBS5,32,苏建大厦(云南路),2.39,7
NJBS5,33,中山路99号,0.8,7
NJBS5,34,南京大学鼓楼校区宿舍,1.57,7
NJBS5,35,龙蟠中路小区,2.75,7
NJBS5,36,中山商务楼(小粉桥二八巷),1.35,7
NJBS5,37,冶山道院社区党群服务中心,0.78,6
NJBS5,38,南京IFCX(南京国际金融中心店),0.15,6
NJBS5,39,石鼓路小区225号院,1.33,6
NJBS5,40,长江贸易大楼,0.65,6
NJBS5,41,德基广场一期,0.42,6
NJBS5,42,南京师范大学随园校区留学生公寓,1.92,6
NJBS5,43,银海大厦(华侨路),0.73,6
NJBS5,44,南京市商务局(建邺路),0.94,6
NJBS5,45,龙蟠88,2.36,6
NJBS5,46,金桥商务楼(北京东路),3.01,6
NJBS5,47,国华大厦,1.23,6
NJBS5,48,南京大学国际学生公寓西苑楼,2.18,5
NJBS5,49,南京大学国际学生公寓西苑楼,2.2,5
NJBS5,50,天诚大厦(广州路),1.7,5
SHW141,1,徐家汇中心三期A座办公楼,0.11,63
SHW141,2,城开国际大厦,0.31,12
SHW141,3,徐家汇中心B座办公楼3楼落客区,0.07,11
SHW141,4,联峰汇,0.23,10
SHW141,5,圣爱大厦,0.44,9
SHW141,6,徐家汇中心,0.0,8
SHW141,7,港汇中心2座,0.27,8
SHW141,8,西藏大厦万怡酒店商务中心,0.26,8
SHW141,9,西藏大厦万怡酒店商务中心,0.27,6
SHW141,10,港汇中心,0.27,5
SHW141,11,徐家汇中心T2塔楼(建设中),0.16,5
SHW141,12,上海西藏大厦万怡酒店,0.21,5
SHW141,13,大华汇智大厦(漕溪北路),0.74,4
SHW141,14,itc美食坊(ITC Dining),0.05,4
SHW141,15,港汇花园,0.27,3
SHW141,16,南丹小区333弄,0.52,3
SHW141,17,汇鑫国际1号楼,0.84,3
SHW141,18,东方时空公寓,0.67,3
SHW141,19,百胜中国大厦,0.56,3
SHW141,20,美罗大厦,0.6,2
SHW141,21,上海第一皮鞋厂办公楼,0.95,2
SHW141,22,TWO itc,0.33,2
SHW141,23,上海实业大厦,0.35,2
SHW141,24,新华中心·新空间,0.63,2
SHW141,25,中金国际广场C座,0.58,2
SHW141,26,中城国际大厦,0.51,2
SHW141,27,圣爱大厦,0.36,2
SHW141,28,乐山四村,0.3,2
SHW141,29,T20大厦,0.56,2
SHW141,30,徐家汇中心三期A座办公楼,0.11,2
SHW141,31,广电大楼,2.44,2
SHW141,32,锦江青松城大酒店-办公楼,1.51,2
SHW141,33,汇贤雅居,0.75,2
SHW141,34,兆丰环球大厦,1.53,2
SHW141,35,汇元玺,3.12,2
SHW141,36,航空科技大厦,0.6,2
SHW141,37,港汇中心2座,0.28,2
SHW141,38,东方曼哈顿西区,0.41,2
SHW141,39,新路小区,0.51,2
SHW141,40,ITC国贸会2期,0.33,2
SHW141,41,汇银广场北楼,0.43,2
SHW141,42,汇站小区,0.47,2
SHW141,43,天平路222弄新里,0.67,2
SHW141,44,上海西藏大厦万怡酒店,0.23,2
SHW141,45,联峰汇,0.21,2
SHW141,46,东方曼哈顿,0.34,1
SHW141,47,徐汇·中凯城市之光名邸,0.64,1
SHW141,48,久事体育大厦,1.55,1
SHW141,49,嘉汇国际广场,1.14,1
SHW141,50,港汇中心2座,0.29,1
SHW140,1,上海世贸商城,0.55,25
SHW140,2,东银中心A楼,0.4,25
SHW140,3,古北国际财富中心2期,0.02,21
SHW140,4,古北国际花园,0.25,20
SHW140,5,古北SOHO,0.13,18
SHW140,6,古北SOHO,0.15,17
SHW140,7,古北SOHO-B座,0.11,14
SHW140,8,古北虹苑3期,1.06,14
SHW140,9,古北长乐苑,0.51,14
SHW140,10,延西小区,1.67,14
SHW140,11,中山广场B座,1.19,13
SHW140,12,古北璟宏社区,0.57,13
SHW140,13,上海原竹琥珀·迷你综合体,1.15,12
SHW140,14,交通银行大厦,0.89,12
SHW140,15,古北SOHO-B座,0.15,12
SHW140,16,乔登大楼,1.31,12
SHW140,17,金马公寓,1.01,10
SHW140,18,上海世贸大厦,0.57,10
SHW140,19,东银中心,0.36,10
SHW140,20,上海虹桥元一大厦(东南门),1.41,10
SHW140,21,红宝石路100号家属院,0.2,9
SHW140,22,御翠豪庭,0.31,9
SHW140,23,上海原竹琥珀·迷你综合体,1.25,9
SHW140,24,吴中大厦,1.68,9
SHW140,25,雅典花苑,0.65,9
SHW140,26,御翠豪庭,0.25,8
SHW140,27,古北SOHO-B座,0.13,8
SHW140,28,古北中央萃,1.54,8
SHW140,29,精英博蒂大楼,1.12,8
SHW140,30,古北SOHO,0.14,8
SHW140,31,扬子中心,0.73,8
SHW140,32,中山广场A座,1.16,8
SHW140,33,古北市民公园,0.46,8
SHW140,34,东银中心,0.37,7
SHW140,35,上海朗诗寓管家黄鑫公寓(2号店),1.19,7
SHW140,36,御翠豪庭,0.28,7
SHW140,37,古北国际花园,0.1,7
SHW140,38,万都商城,0.85,7
SHW140,39,古北国际花园,0.24,7
SHW140,40,朗诗·虹桥绿郡,1.79,7
SHW140,41,古北·嘉年华庭南区,0.63,7
SHW140,42,御翠豪庭,0.3,7
SHW140,43,上海原竹琥珀·迷你综合体,1.25,7
SHW140,44,尼克花园广场,1.38,7
SHW140,45,长发虹桥公寓,0.53,7
SHW140,46,圣美邸,1.09,6
SHW140,47,四季晶园,0.91,6
SHW140,48,古北1699商业广场,1.01,6
SHW140,49,兰甄亭兰州牛肉面(张家宅小区店),1.51,6
SHW140,50,古北中央公园,1.7,6
BJBS34,1,冠捷大厦(太阳宫中路),1.26,22
BJBS34,2,裘马都,0.39,21
BJBS34,3,裘马都,0.25,19
BJBS34,4,凤凰城3期,0.27,19
BJBS34,5,新源街小区管理委员会,1.35,18
BJBS34,6,凤凰置地广场H座,0.02,17
BJBS34,7,裘马都,0.52,12
BJBS34,8,太阳公元南区,2.23,12
BJBS34,9,滨寿司(凤凰汇购物中心店),0.08,12
BJBS34,10,凤凰汇购物中心F座写字楼,0.12,11
BJBS34,11,西坝河中里社区,1.66,10
BJBS34,12,凤凰城3期,0.31,9
BJBS34,13,中信保诚人寿大厦A座,0.59,9
BJBS34,14,凤凰置地广场H座,0.03,9
BJBS34,15,小大董(凤凰汇购物中心店),0.08,8
BJBS34,16,银都华悦公邸(三元桥店),0.08,8
BJBS34,17,亮马名居,1.97,8
BJBS34,18,和平里商务楼,2.92,7
BJBS34,19,凤凰城3期,0.29,7
BJBS34,20,能+中心金泰,2.09,7
BJBS34,21,远洋新干线,0.63,7
BJBS34,22,莲花万盛凤凰城一期,0.48,7
BJBS34,23,海晟·名苑南区,3.12,6
BJBS34,24,凤凰汇购物中心F座写字楼,0.14,6
BJBS34,25,太阳宫大厦,1.29,6
