门店ID,排名,地点名称,距离(km),配送次数
SHBS37,13,康健绿苑,1.9,10
SHBS37,14,光大国际会展中心-B座办公楼,0.31,10
SHBS37,15,和信商务大楼,0.13,10
SHBS37,16,徐汇万科中心G座,0.89,10
SHBS37,17,徐汇日月光中心,0.11,9
SHBS37,18,上海电气漕宝路园区B号楼,0.84,9
SHBS37,19,中虹汇之苑,0.27,9
SHBS37,20,天运综合大楼,0.74,9
SHBS37,21,华谊综合大楼,0.85,8
SHBS37,22,乔纳施商务楼,0.21,8
SHBS37,23,康乐小区桂林东街169弄,1.3,8
SHBS37,24,嘉萱苑,0.5,8
SHBS37,25,中海馨园,0.75,8
SHBS37,26,华尔兹花园,0.41,8
SHBS37,27,冠生苑,0.82,8
SHBS37,28,乔纳施商务楼,0.2,8
SHBS37,29,冠生苑冠生园路237弄,0.94,7
SHBS37,30,徐汇万科中心B座,1.2,7
SHBS37,31,冠生园路204-212号小区,0.54,7
SHBS37,32,上海师大新村桂林路70弄,1.43,7
SHBS37,33,上海光大会展中心C座(习勤路),0.36,7
SHBS37,34,康健路24弄小区,0.35,7
SHBS37,35,凯翔小区,0.72,7
SHBS37,36,城投宽庭徐汇社区,0.23,7
SHBS37,37,徐汇公园道壹号臻庭,1.06,7
SHBS37,38,尚汇豪庭二期,1.51,7
SHBS37,39,德必世纪WE,0.9,7
SHBS37,40,上海光大会展中心D座,0.4,6
SHBS37,41,五月花园,1.7,6
SHBS37,42,和信商务大楼,0.13,6
SHBS37,43,上海地产·馨逸公寓1期,0.72,6
SHBS37,44,上海地产馨逸公寓1期(北门),0.65,6
SHBS37,45,汇金奥特莱斯,1.63,6
SHBS37,46,菁源居,1.5,6
SHBS37,47,中星城,0.98,6
SHBS37,48,澳龙公寓,0.41,6
SHBS37,49,田林四村,0.92,6
SHBS37,50,田东佳苑,0.85,6
NJW6,1,南京天溯科技园,0.86,43
NJW6,2,软件大道106号,0.75,20
NJW6,3,南京天溯科技园,0.72,18
NJW6,4,金地威新雨花创新中心,0.43,15
NJW6,5,华为云楼,0.88,13
NJW6,6,江苏科技金融大厦,0.66,13
NJW6,7,仁恒·玉兰山庄,2.28,12
NJW6,8,丰盛·商汇(软件大道)1号楼,0.13,12
NJW6,9,万博科技园,1.49,12
NJW6,10,楚翘城2号商务楼,1.01,11
NJW6,11,蓝岸3G,1.94,11
NJW6,12,苏筑电影公寓(南京天隆寺地铁站店),0.12,11
NJW6,13,南京天溯科技园,0.84,11
NJW6,14,定坊嘉苑,4.18,10
NJW6,15,中兴人才公寓,0.98,9
NJW6,16,万博科技园,1.53,9
NJW6,17,海明威精品公寓(南京天隆寺地铁站店),0.33,9
NJW6,18,吉美思大厦B座,1.76,8
NJW6,19,蓝筹谷,0.85,8
NJW6,20,沈氏大厦,0.48,8
NJW6,21,铁心桥大街32号院,1.82,8
NJW6,22,南京铂瑞公寓,2.58,7
NJW6,23,云望府,3.67,7
NJW6,24,江苏软件园雨花产业基地,0.87,7
NJW6,25,凤翔山庄二区,1.42,7
NJW6,26,中兴人才公寓南京一期(北门),0.84,7
NJW6,27,民警附属及备勤综合用房,1.32,7
NJW6,28,龙湖·天钜,3.11,7
NJW6,29,仁恒·玉兰山庄,2.43,6
NJW6,30,中国(南京)软件谷创新创业服务中心,1.41,6
NJW6,31,东久创新中心,1.19,6
NJW6,32,中铁龙湖宸阅府,1.97,6
NJW6,33,紫悦广场,0.16,6
NJW6,34,能仁里1号,2.72,6
NJW6,35,润东科创园,1.07,6
NJW6,36,龙湖·天钜,3.25,5
NJW6,37,景尚酒店式公寓(南京天隆寺地铁站店),0.27,5
NJW6,38,新华汇A2栋,0.62,5
NJW6,39,春江新城升景坊,2.51,5
NJW6,40,苏豪国际广场(南园),2.48,5
NJW6,41,丰泰城美食广场,0.57,5
NJW6,42,雨花客厅南区,0.31,5
NJW6,43,凤翔新城一期,1.1,5
NJW6,44,南京天溯科技园,0.85,5
NJW6,45,vivo大厦,0.33,5
NJW6,46,丰泰城A座,0.59,5
NJW6,47,丰盛·商汇(软件大道),0.21,4
NJW6,48,南京软件谷洁源科技金融城E座,0.71,4
NJW6,49,伟星·时代悦峰,2.19,4
NJW6,50,中南锦苑,1.17,4
CQW3,1,重庆悦来温德姆酒店-商务中心,3.08,26
CQW3,2,棕榈泉悦江国际B区,3.92,23
CQW3,3,重庆仙桃数据谷,3.13,18
CQW3,4,重庆悦来温德姆酒店-商务中心,3.02,15
CQW3,5,泽科·空港星泽汇,4.21,13
CQW3,6,盛唐叠彩山2期,2.7,13
CQW3,7,悦来中心(悦来会展总部基地)(装修中),2.42,12
CQW3,8,鹏润鹿山台,2.31,10
CQW3,9,龙湖重庆公园天街,0.22,9
CQW3,10,重庆青柚精品影院公寓(国际博览中心中央公园店),0.22,9
CQW3,11,华润公园九里玺悦A区,1.99,8
CQW3,12,汉庭酒店(重庆江北国际机场融创中央广场店),3.04,7
CQW3,13,新塘溪公园,8.26,7
CQW3,14,万科金开悦府锦悦(建设中),3.77,7
CQW3,15,爱加欧郡,4.26,7
CQW3,16,重庆两江国际商务中心展示厅,0.73,7
CQW3,17,融创·嘉德领馆二期,2.89,6
CQW3,18,香港置地衿湖翠林云峰1期,1.76,6
CQW3,19,盛唐叠彩山2期,2.69,6
CQW3,20,中国·重庆人力资源服务产业园南区,2.62,6
CQW3,21,鲁能泰山7号四期,0.46,6
CQW3,22,龙湖重庆公园天街,0.25,6
CQW3,23,绿城·春溪云庐二期,1.01,6
CQW3,24,重庆两江国际商务中心展示厅,0.7,6
CQW3,25,矢量猫素质成长中心(龙湖公园天街购物中心店),0.15,6
CQW3,26,融创云翠,3.17,6
CQW3,27,重庆悦来温德姆酒店-商务中心,2.8,5
CQW3,28,北大资源悦来B区,1.91,5
CQW3,29,万科璞园璞璋,2.62,5
CQW3,30,重庆大悦城南区,0.03,5
CQW3,31,保利中央云璟宸熙府,3.23,5
CQW3,32,万科璞园璞璋,2.71,5
CQW3,33,中粮瑞府,3.46,5
CQW3,34,鲁能城·中央公馆,2.05,5
CQW3,35,融创·国博天地,2.86,5
CQW3,36,鲁能城·中央公馆二期,1.92,5
CQW3,37,房东熹熹妹儿公寓(悦城路分店),2.83,4
CQW3,38,荣安柳岸潮鸣,5.61,4
CQW3,39,鸳鸯花园,7.1,4
CQW3,40,重庆月来会展商务酒店(月来汇栈商务酒店),3.38,4
CQW3,41,中国·重庆人力资源服务产业园北区,2.62,4
CQW3,42,鲁能城·中央公馆二期,1.88,4
CQW3,43,万科森林公园林阅,3.28,4
CQW3,44,万科森林公园林屿,3.36,4
CQW3,45,公园大道·上峰+,1.73,4
CQW3,46,重庆兴华创客公寓,0.47,4
CQW3,47,金科美的原上C组团,1.91,4
CQW3,48,金茂墅·倾心,0.83,4
CQW3,49,绿城·春溪云庐三期,1.01,4
CQW3,50,融创奥园,9.71,4
SHW93,1,哈啰总部大厦,0.83,45
SHW93,2,西子国际中心3号楼,0.9,34
SHW93,3,维璟中心G座,0.36,27
SHW93,4,维璟中心A座,0.24,25
SHW93,5,丽婴房大楼A座,0.56,23
SHW93,6,杰的牧场(维璟广场店),0.08,20
SHW93,7,阡集·莘社区,0.73,20
SHW93,8,阡集·莘社区,0.72,20
SHW93,9,维璟中心G座,0.45,20
SHW93,10,维璟中心C座,0.31,19
SHW93,11,银七星盛汇,0.34,18
SHW93,12,大虹桥国际,0.84,18
SHW93,13,正峰广场,0.9,17
SHW93,14,维璟中心E座,0.27,17
SHW93,15,皇都花园四期,0.82,16
SHW93,16,哈啰总部大厦,0.82,16
SHW93,17,银石科技商务园区2号楼,0.36,16
SHW93,18,黎安二村北区,0.71,15
SHW93,19,皇都花园,0.69,15
SHW93,20,维璟中心E座,0.2,14
SHW93,21,皇都花园2期,0.6,14
SHW93,22,古美一村,3.95,13
SHW93,23,文珠创意园,0.18,13
SHW93,24,诺德国际中心B座,0.86,13
SHW93,25,平金中心,0.16,13
SHW93,26,阡集·莘社区,0.66,12
SHW93,27,联明小区,2.2,12
SHW93,28,皇都花园,0.71,12
SHW93,29,西子国际中心3号楼,0.96,12
SHW93,30,蓼花汀花园,0.68,12
SHW93,31,黎安一村南区,0.81,10
SHW93,32,明泉·财富108广场南楼,0.39,10
SHW93,33,隆瑞·府,0.64,10
SHW93,34,隆瑞·府,0.66,10
SHW93,35,城市e族社区,0.6,9
SHW93,36,诺德国际中心B座,0.82,9
SHW93,37,皇都花园,0.74,9
SHW93,38,隆瑞·府,0.61,9
SHW93,39,星丰苑,1.58,9
SHW93,40,圣陶沙花园,0.67,9
SHW93,41,旭辉·莘庄中心,0.96,8
SHW93,42,皇都花园2期,0.55,8
SHW93,43,平金中心,0.11,8
SHW93,44,东苑半岛花园虹莘路2058弄,1.84,8
SHW93,45,隆瑞·府,0.61,8
SHW93,46,紫贝文化创意港,0.43,8
SHW93,47,万兆家园,2.32,7
SHW93,48,文珠创意园,0.16,7
SHW93,49,蓼花汀花园,0.54,7
SHW93,50,疏影创意园,2.02,7
SHW46,1,江浦路1315弄小区,0.42,42
SHW46,2,同济联合广场B楼,1.25,28
SHW46,3,上海国际设计中心-南楼,1.92,24
SHW46,4,同济创新大厦,0.27,23
SHW46,5,F1商务宾馆(上海新华医院店),0.62,22
SHW46,6,上焊大楼,0.22,21
SHW46,7,小小运动馆(紫荆广场店),0.21,21
SHW46,8,双辽路200弄小区,0.29,20
SHW46,9,上海信息技术大厦,0.17,18
SHW46,10,同济国康公寓,1.81,18
SHW46,11,同济科技大厦,1.8,16
SHW46,12,华升新苑,0.52,16
SHW46,13,同济大学-科技园,1.76,15
SHW46,14,本溪路149弄,0.21,14
SHW46,15,鞍山三村住宅小区,0.65,13
SHW46,16,江浦汽车公寓江浦路1420弄,0.34,13
SHW46,17,延吉东路315弄小区,2.75,12
SHW46,18,上海信息技术大厦,0.15,12
SHW46,19,同叶大厦,0.43,12
SHW46,20,同济联合广场C楼,1.17,12
SHW46,21,瑞仕云曜璟庭,0.86,12
SHW46,22,松鹤公园,0.67,11
SHW46,23,华升公寓,0.21,11
SHW46,24,新凤城,0.4,11
SHW46,25,互联宝地E座,1.06,11
SHW46,26,双辽路200弄小区,0.25,11
SHW46,27,四平路街道鞍山一村第三小区,0.06,11
SHW46,28,打虎山路6弄小区,0.92,10
SHW46,29,馨怡花园,0.32,10
SHW46,30,F1商务宾馆(上海新华医院店),0.6,10
SHW46,31,仁恒海上源一期,1.08,10
SHW46,32,阳明新城,0.75,10
SHW46,33,市政设计大厦,1.45,10
SHW46,34,恒联新天地花园,0.67,10
SHW46,35,怡富商务广场,1.65,10
SHW46,36,同济创新大厦,0.26,10
SHW46,37,政熙路68弄小区,1.84,9
SHW46,38,财富国际金座,1.32,9
SHW46,39,复旦大学邯郸校区第五宿舍,2.23,9
SHW46,40,中通雅苑,0.46,9
SHW46,41,东方蓝海国际广场3号楼,1.73,9
SHW46,42,鞍山四村第二小区,0.88,8
SHW46,43,UNIJIA国际留学生精选社区5号,2.69,8
SHW46,44,凤城路40-48号小区,0.58,8
SHW46,45,仁恒海上源四期,0.92,8
SHW46,46,怡富商务广场,1.66,8
SHW46,47,合生高尔夫公寓,0.98,8
SHW46,48,同济大学彰武路校区研究生公寓,0.83,8
SHW46,49,长风拨筋养身(紫荆广场店),0.18,8
SHW46,50,上海国际设计中心-南楼,1.87,8
SHBS21,1,海华花园,0.28,52
SHBS21,2,日月光中心-写字楼,0.12,36
SHBS21,3,城家公寓(上海日月光打浦桥地铁站店),0.39,27
SHBS21,4,日月光中心,0.05,26
SHBS21,5,城家公寓(上海日月光打浦桥地铁站店),0.37,24
SHBS21,6,建德社区,0.56,23
SHBS21,7,日月光中心-写字楼,0.11,20
SHBS21,8,中港汇,0.41,20
SHBS21,9,复兴中路608弄小区,0.93,16
SHBS21,10,思南新苑,0.28,15
SHBS21,11,鼎园,0.48,15
SHBS21,12,蒂凡利普办公家具(金玉兰广场西座店),0.33,15
SHBS21,13,蒂凡利普办公家具(金玉兰广场西座店),0.38,14
SHBS21,14,鼎园北区,0.43,14
SHBS21,15,金玉兰广场,0.33,13
SHBS21,16,双晖小区,1.08,13
SHBS21,17,日月光中心伯爵居,0.04,13
SHBS21,18,瑞金花园(建国西路),0.25,12
SHBS21,19,立地公寓,0.74,12
SHBS21,20,丝庐花语3期,1.32,11
SHBS21,21,东和昌大厦,0.73,11
SHBS21,22,尚街Loft时尚生活园区,0.84,11
SHBS21,23,海华商厦,0.22,11
SHBS21,24,上海生产资料交易市场,0.64,11
SHBS21,25,西岸中环汇公寓,2.04,10
SHBS21,26,环龙新苑,1.21,10
SHBS21,27,宝鼎大厦,0.23,10
SHBS21,28,日月光中心-写字楼,0.11,10
SHBS21,29,福华花苑,0.63,10
SHBS21,30,打浦大楼,0.16,9
SHBS21,31,嘉瑞花苑,0.8,9
SHBS21,32,永业公寓2期,0.89,9
SHBS21,33,城家公寓(上海日月光打浦桥地铁站店),0.38,9
SHBS21,34,汉盟台湾连锁加盟产业商务中心,0.99,9
SHBS21,35,西凌新村制造局路365弄,1.6,9
SHBS21,36,藏家公馆,1.02,8
SHBS21,37,鼎园北区,0.41,8
SHBS21,38,华业公寓,0.53,8
SHBS21,39,大同花园,0.5,8
SHBS21,40,海华商厦,0.25,8
SHBS21,41,紫苑大厦,0.72,8
SHBS21,42,平安滨江金融中心,1.68,8
SHBS21,43,香山丽舍,0.96,8
SHBS21,44,东晖花苑,1.14,8
SHBS21,45,徐汇新湖云庭小木桥路518弄,1.8,7
SHBS21,46,瑞南新苑,0.74,7
SHBS21,47,致远大厦C座,0.65,7
SHBS21,48,紫苑大厦,0.68,7
SHBS21,49,复兴苑,0.9,7
SHBS21,50,五岭小区瞿溪路1111弄,1.01,7
SHW31,1,龙之梦雅仕大厦,0.43,36
SHW31,2,虹桥南丰城,1.55,30
SHW31,3,路易·凯旋宫,0.5,24
SHW31,4,C·PARK Haisu(海粟文化广场店),1.02,23
SHW31,5,长宁来福士广场写字楼3座,0.43,22
SHW31,6,上海龙之梦大厦,0.03,17
SHW31,7,又又中心,0.44,17
SHW31,8,新时空国际商务广场,0.31,16
SHW31,9,兆丰壹品Jessfield Parkside,0.16,15
SHW31,10,贝多芬广场B座,0.31,15
SHW31,11,驻在LIV'N833,0.37,14
SHW31,12,长城大厦,2.1,13
SHW31,13,上海昔住公寓(2号店),1.56,12
SHW31,14,兆丰花园,0.24,12
SHW31,15,华航小区,0.68,11
SHW31,16,丽娃大厦,1.23,11
SHW31,17,虹桥世家花园商务楼,0.55,11
SHW31,18,大家源新城,0.56,11
SHW31,19,上海龙之梦大厦,0.03,11
SHW31,20,武夷路450弄小区,0.85,11
SHW31,21,上海龙之梦大厦,0.06,11
SHW31,22,长峰大厦,0.61,10
SHW31,23,金沙江小区,1.56,10
SHW31,24,绿洲大厦,0.73,10
SHW31,25,长宁德必易园,0.52,10
SHW31,26,驻在LIV'N833,0.37,10
SHW31,27,城宁花苑,0.49,10
SHW31,28,太阳广场,1.97,9
SHW31,29,CPARK地下音乐公园,0.98,9
SHW31,30,上海龙之梦大厦,0.02,8
SHW31,31,上海龙之梦大厦,0.06,8
SHW31,32,律师楼,0.68,8
SHW31,33,中阳小区,0.62,8
SHW31,34,凯欣豪园·御苑,0.33,8
SHW31,35,圣约瀚名邸,0.31,8
SHW31,36,凯欣豪园·御苑,0.36,7
SHW31,37,花园大厦东楼,0.17,7
SHW31,38,长宁来福士广场东区,0.42,7
SHW31,39,兆丰嘉园1期,0.17,7
SHW31,40,上海环球港写字楼,1.44,7
SHW31,41,星火大厦,0.86,7
SHW31,42,长宁来福士,0.4,7
SHW31,43,遵义小区,0.9,7
SHW31,44,园林一品,0.14,7
SHW31,45,中山公寓,0.6,7
SHW31,46,文汇小区,0.26,7
SHW31,47,大家源新城,0.52,7
SHW31,48,丽娃大厦,1.25,6
SHW31,49,新时空国际商务广场,0.28,6
SHW31,50,新时空宜家公寓(中山公园店凯旋路分店),0.27,6
BJBS12,1,泰康集团大厦,0.62,34
BJBS12,2,垂杨柳东里,2.52,22
BJBS12,3,公园大道,2.81,21
BJBS12,4,温特莱中心B座,0.44,19
BJBS12,5,远洋国际中心A座,1.58,18
BJBS12,6,和乔大厦D座,0.44,17
BJBS12,7,东区国际公寓,1.26,16
BJBS12,8,蓝堡国际公寓北区,0.37,15
BJBS12,9,华贸写字楼3座,0.64,14
BJBS12,10,北京佳兆业广场南塔T4座,0.44,13
BJBS12,11,北京国家广告产业园区A座,0.64,13
BJBS12,12,温特莱中心B座,0.44,13
BJBS12,13,远洋天地二期,1.76,12
BJBS12,14,金地中心B座,0.07,12
BJBS12,15,阳光100国际公寓,0.39,12
BJBS12,16,金地广场,0.0,11
BJBS12,17,红北一居小区管委会办公室,1.39,11
BJBS12,18,远洋天地三期,1.57,11
BJBS12,19,后现代城A区,1.58,11
BJBS12,20,金地国际花园,0.17,10
BJBS12,21,京铁瑞园A区,0.95,10
BJBS12,22,国寿金融中心,0.52,10
BJBS12,23,华贸公寓南区,0.52,10
BJBS12,24,阳光100B座,0.32,9
BJBS12,25,东方梅地亚中心A座,0.46,9
BJBS12,26,后现代城C区,1.6,9
BJBS12,27,京铁瑞园A区,1.02,9
BJBS12,28,东樱宜美(金地广场店),0.06,9
BJBS12,29,华贸公寓南区,0.55,9
BJBS12,30,潘道庙小区,3.21,9
BJBS12,31,华贸公寓南区,0.57,9
BJBS12,32,阳光100国际公寓E座,0.41,8
BJBS12,33,东方梅地亚中心C座,0.36,8
BJBS12,34,和乔大厦B座,0.55,8
BJBS12,35,远洋商务,1.46,8
BJBS12,36,中信大厦(1号门),0.94,8
BJBS12,37,北京SKP-S,0.44,8
BJBS12,38,阳光100B座,0.33,8
BJBS12,39,SOHO现代城A座,0.3,8
BJBS12,40,建国路89号18号楼北楼,0.44,8
BJBS12,41,中环世贸中心A座,1.52,8
BJBS12,42,幸福大院,3.65,8
BJBS12,43,北京第一机床厂宿舍,0.56,7
BJBS12,44,金隅大成国际中心A座,1.84,7
BJBS12,45,尚8设计+创意园,1.6,7
BJBS12,46,凯泰小区,1.51,7
BJBS12,47,沿海赛洛城7期,2.7,7
BJBS12,48,国锐易构空间,1.15,7
BJBS12,49,华阳家园,2.5,7
BJBS12,50,远洋国际中心B座,1.54,7
BJW43,1,滴滴新橙海大厦,2.96,35
BJW43,2,万家灯火大厦(南门),1.31,27
BJW43,3,百度科技园,1.37,25
BJW43,4,亿城西山华府,1.54,24
BJW43,5,东软北京研发中心科研楼,0.86,24
BJW43,6,中电金信大厦,0.48,23
BJW43,7,国际与区域协同创新中心,1.49,19
BJW43,8,新浪总部大厦(西南门),1.23,19
BJW43,9,西北旺路10号院,1.45,18
BJW43,10,万家灯火大厦,1.31,17
BJW43,11,新浪大厦,1.11,17
BJW43,12,数字谷,0.02,17
BJW43,13,弘源·新时代,1.54,16
BJW43,14,国际与区域协同创新中心,1.47,16
BJW43,15,未名视通研发楼,0.97,16
BJW43,16,中关村软件园15号楼,0.81,16
BJW43,17,网易大楼,1.11,16
BJW43,18,联想总部(北京)园区,1.28,16
BJW43,19,新浪总部大厦(西南门),1.25,15
BJW43,20,滴滴湾流大厦,0.95,14
BJW43,21,亿城西山华府,1.53,13
BJW43,22,万家灯火大厦,1.28,13
BJW43,23,中行大厦(东北门),1.86,13
BJW43,24,讯飞大厦,0.89,13
BJW43,25,东软北京研发中心科研楼,0.85,13
BJW43,26,联想大厦,1.28,13
BJW43,27,滴滴湾流大厦,0.95,13
BJW43,28,自主创新大厦(南南门),1.76,13
BJW43,29,软通动力大厦,0.34,13
BJW43,30,神州信息大厦,0.72,13
BJW43,31,启明星辰大厦,0.64,12
BJW43,32,乐乎公寓(西二旗地铁站店),1.6,11
BJW43,33,海淀幸福里B区,4.78,11
BJW43,34,百度科技园,1.33,11
BJW43,35,海淀幸福里,4.93,11
BJW43,36,网易大楼,1.01,10
BJW43,37,新浪大厦,1.1,10
BJW43,38,百度科技园2期,1.29,10
BJW43,39,百度科技园2期,1.3,10
BJW43,40,燕秀园,2.83,9
BJW43,41,网易大楼,1.19,9
BJW43,42,嘀嘀大厦B座,2.97,9
BJW43,43,西北旺路10号院,1.35,9
BJW43,44,百度科技园,1.33,9
BJW43,45,百度科技园,1.24,9
BJW43,46,中科曙光大厦36号楼,0.48,9
BJW43,47,幸福里润园北区,7.18,9
BJW43,48,联想总部W1,1.41,8
BJW43,49,科实大厦D座,2.22,8
BJW43,50,弘源·新时代A座,1.54,8
BJW5,1,富力中心,0.08,44
BJW5,2,富力城D区,0.65,28
BJW5,3,御景园,3.05,24
BJW5,4,国贸世纪公寓,0.43,23
BJW5,5,诚至小区,2.83,22
BJW5,6,珠江帝景B区,1.79,20
BJW5,7,瑞齿口腔(北京缤纷汇购物中心店),0.28,20
BJW5,8,北京二十二院街艺术区3号楼B座,0.68,20
BJW5,9,CBD国际大厦,1.2,18
BJW5,10,北京富力坊,0.3,18
BJW5,11,世桥国贸公寓,0.48,18
BJW5,12,时代国际嘉园,0.47,18
BJW5,13,巧思东澜公寓,2.89,17
BJW5,14,北京富力坊,0.23,17
BJW5,15,现代柏联大厦,1.77,16
BJW5,16,A派公寓,0.64,16
BJW5,17,华城SOHO,1.95,16
BJW5,18,一轻大厦东区,0.79,16
BJW5,19,富力城D区,0.64,15
BJW5,20,国贸世纪公寓,0.44,15
BJW5,21,富力城,0.49,14
BJW5,22,合生国际家园西区,0.57,14
BJW5,23,苹果社区,0.78,14
BJW5,24,富力城D区,0.65,13
BJW5,25,珠江帝景B区,1.87,13
BJW5,26,富力城C区,0.3,13
BJW5,27,富力双子座B座,0.19,12
BJW5,28,华腾北搪商务大厦,1.35,12
BJW5,29,潘家园南里,2.84,11
BJW5,30,怡馨园,0.3,11
BJW5,31,天康嘉业医疗(古隆盛服装百货生活广场店),4.52,11
BJW5,32,松榆东里社区,2.73,11
BJW5,33,富力双子座B座,0.19,11
BJW5,34,bluecity C座,0.87,11
BJW5,35,富力城C区,0.23,11
BJW5,36,百环66街区,0.86,11
BJW5,37,广泉小区(北门),0.77,11
BJW5,38,优士阁大厦B座,0.37,11
BJW5,39,时代国际嘉园,0.42,10
BJW5,40,优士阁大厦A座,0.41,10
BJW5,41,TumbleKids(六壹广场店),1.59,10
BJW5,42,首城国际,0.97,10
BJW5,43,富力双子座B座,0.21,10
BJW5,44,富力城B区东区,0.22,10
BJW5,45,北京国际财源中心B座,1.44,10
BJW5,46,广渠门外大街5号院,0.87,10
BJW5,47,苹果社区南区,0.83,10
BJW5,48,冠城名敦道B区,1.27,10
BJW5,49,华城滨河世家-荣华座,1.82,10
BJW5,50,苹果社区,0.71,9
HZW14,1,湘博府四区,3.33,35
HZW14,2,萧山科创中心A座,0.65,30
HZW14,3,锦粼云荟,2.46,27
HZW14,4,人民广场地铁站C2口,0.23,21
HZW14,5,萧山科创中心A座,0.67,19
HZW14,6,万象汇写字楼B座,0.16,18
HZW14,7,众安荷源府,3.6,17
HZW14,8,通惠东方名府,2.21,17
HZW14,9,滨江·望涛月明,1.82,17
HZW14,10,庆丰拥涛府,1.84,16
HZW14,11,众安荷源府,3.58,16
HZW14,12,万象汇写字楼A座,0.13,16
HZW14,13,融创·望海潮,1.66,15
HZW14,14,金二社区商贸综合楼(C区块),2.24,15
HZW14,15,望涛月明公寓,1.96,15
HZW14,16,欢腾金座,0.81,14
HZW14,17,笨鸟Dē空气花园,6.98,13
HZW14,18,北干一苑西区,0.45,13
HZW14,19,绿城·丁香公馆,2.89,12
HZW14,20,萧山科创中心A座,0.67,12
HZW14,21,滨江·望涛月明,1.87,12
HZW14,22,绿城沁桂轩,2.45,11
HZW14,23,展望轩,1.58,11
HZW14,24,暖屋滨涛映月公寓,2.1,11
HZW14,25,新青年公寓,5.11,10
HZW14,26,欣翠里东区,4.55,10
HZW14,27,蓝爵国际写字楼,1.58,10
HZW14,28,雷迪森财富中心,2.27,10
HZW14,29,方正大厦,2.46,9
HZW14,30,众安·明彩城,4.19,9
HZW14,31,万象汇写字楼B座,0.04,9
HZW14,32,望涛月明公寓,2.02,9
HZW14,33,万流新邸,1.41,9
HZW14,34,萧山农业大厦3幢,4.23,9
HZW14,35,萧悦中御府,2.03,9
HZW14,36,众安荷源府,3.55,9
HZW14,37,保利·潮起云上府,1.73,8
HZW14,38,心意广场治安联防岗,0.85,8
HZW14,39,新白马公寓,0.89,8
HZW14,40,阿凡特电商园,5.52,8
HZW14,41,水务大厦C座,0.54,8
HZW14,42,绿城沁桂轩,2.35,8
HZW14,43,蕅寓(山澜桂语店),3.19,8
HZW14,44,东南科技研发中心,1.1,8
HZW14,45,壹间公寓·花屿观澜里,1.81,8
HZW14,46,开元名都,0.24,8
HZW14,47,中赢金城里,2.5,8
HZW14,48,名仁家园,1.58,7
HZW14,49,国宸滨府,1.52,7
HZW14,50,金瑞大厦1幢,2.28,7
GZW3,1,中信广场,0.09,44
GZW3,2,海航大厦北塔,0.11,23
GZW3,3,隽语悦己公寓,2.37,16
GZW3,4,荟雅苑,0.24,16
GZW3,5,广州中信国际公寓,0.11,15
GZW3,6,天誉花园二期,0.21,15
GZW3,7,中怡城市花园,0.22,14
GZW3,8,环贸天地,0.15,14
GZW3,9,中怡城市花园,0.16,14
GZW3,10,博纳大厦(天源路辅路),4.39,12
GZW3,11,耀中广场A座,0.2,12
GZW3,12,广工大五山教师村,1.48,12
GZW3,13,中信大厦,0.14,12
GZW3,14,广州环贸中心,0.17,11
GZW3,15,大都会广场,0.33,11
GZW3,16,天河金茂府东区,3.1,10
GZW3,17,大都会广场,0.31,10
GZW3,18,明丰商务中心,7.82,10
GZW3,19,燕塘五十二号大院都市公寓,2.3,10
GZW3,20,中信广场,0.07,10
GZW3,21,燕塘五十二号大院都市公寓,2.32,10
GZW3,22,天伦控股大厦,0.66,9
GZW3,23,天誉花园一期,0.4,8
GZW3,24,嘉诚国际公寓,1.23,8
GZW3,25,帝都大厦,0.66,8
GZW3,26,宏景台,0.65,8
GZW3,27,海航大厦,0.19,7
GZW3,28,太平洋保险大厦(天河北路),0.93,7
GZW3,29,侨林苑三期,0.53,7
GZW3,30,中怡城市花园,0.25,7
GZW3,31,寰城中心广场,0.35,7
GZW3,32,广州环贸中心,0.17,7
GZW3,33,荟雅苑,0.19,7
GZW3,34,广州博贤阁青年公寓,1.39,7
GZW3,35,帝都大厦,0.63,7
GZW3,36,中泰国际广场A座,0.81,7
GZW3,37,海航大厦北塔,0.11,7
GZW3,38,蜜柚酒店(广州燕塘地铁站力达广场店),1.6,6
GZW3,39,纵横天地大厦,0.62,6
GZW3,40,斯文井君晋商务中心,7.65,6
GZW3,41,海航大厦,0.12,6
GZW3,42,五所·53科技园,1.83,6
GZW3,43,丰兴广场A幢,1.43,6
GZW3,44,嘉裕公馆,2.8,6
GZW3,45,富力天河华庭,0.56,6
GZW3,46,水荫宿舍38号大院,1.63,6
GZW3,47,友谊Outlets购物中心(时代广场),0.88,6
GZW3,48,天誉花园二期,0.2,6
GZW3,49,远洋天骄广场写字楼,3.65,5
GZW3,50,中泰国际广场,0.84,5
SHW60,1,西岸智塔西塔楼,0.29,47
SHW60,2,灿星大厦,0.17,33
SHW60,3,阿里巴巴徐汇滨江园区D区,0.37,24
SHW60,4,灿星大厦,0.15,24
SHW60,5,GATE M 西岸凤巢,0.29,17
SHW60,6,西岸智塔西塔楼,0.38,17
SHW60,7,滨江城开中心,0.53,13
SHW60,8,源点大厦,0.22,12
SHW60,9,百汇园一期,0.95,12
SHW60,10,西岸智塔东塔楼,0.28,11
SHW60,11,上海龙华会T3,1.06,11
SHW60,12,东航·滨江中心T1座,0.18,11
SHW60,13,上海徐汇滨江诺富特公寓,1.2,10
SHW60,14,LUMINA星扬西岸中心,0.48,10
